complaint_id,complaint_text,category,sentiment,priority,language_ratio
CMP009825,"team, mujhe Nagpur se order kiya tha sort by price work nahi kar raha and app pe jo dikhaya gaya tha wo reality se match nahi karta ☹️ please expedite",Search/Filter,Negative,Medium,40% Hindi / 60% English
CMP009826,"madam, same tracking number pe multiple parcels dikh rahe hain and order summary aur actual item me mismatch hai tracking id TRK5861200 ☹️ please expedite",Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP009827,"please  look into, MRP aur billed amount me difference hai lekin maine 2 baar complaint raise kiya but same canned reply mil rha h order no 783596 hope you understand",Price Mismatch,Negative,High,55% Hindi / 45% English
CMP009828,mujhe Ahmedabad se order kiya tha wishlist me add to ho gaya but sync nahi hua oder no 854718 😡 isko seriously lo...,Wishlist,Neutral,Low,35% Hindi / 65% English
CMP009829,mujhe Noida se order kiya tha app pe price alag tha aur checkout pe mehnga ho gaya fir bhi mera time aur paisa dono waste hua 3499 rupaye ka order tha tracking id TRK1817730 😤 plz expedite!,Price Mismatch,Negative,High,55% Hindi / 45% English
CMP009830,"team, support, delivery aur app sab ek sath problem kar rahe h thanks but no thanks...",Other,Negative,Low,60% Hindi / 40% English
CMP009831,"yrr,  payment deduct ho gaya but order place hi nahi hua tracking id TRK6778855 oder no 553348 plzz resolve this!!",Payment Issue,Negative,Critical,50% Hindi / 50% English
CMP009832,"plz help, discount ke baad bhi amount expected se zyada aaya 3499 rupaye ka order tha 😑 waiting for reply",Price Mismatch,Negative,High,55% Hindi / 45% English
CMP009833,"dear team, mujhe Delhi se order kiya tha app pe price alag tha aur checkout pe mehnga ho gaya tab bhi kisi ne update dene ki bhi zarurat nahi samjhi 299 ruppaye ka order tha ⚠️ thanks but no thanks!",Price Mismatch,Negative,Medium,45% Hindi / 55% English
CMP009834,"bhai, amount 1999 cut hua but transaction history me mismatch hai thanks but no thanks",Payment Issue,Negative,High,50% Hindi / 50% English
CMP009835,"madam,  parcels haurle bahut rough tarike se hote h aur maine 2 baar complaint raise kiya but same canned reply mil rha h very disappointing",Courier Experience,Negative,High,70% Hindi / 30% English
CMP009836,"plz  help, membership auto-renew ho gayi bina permission and delivery boy ne call bhi nahi kiya 1499 rupaye ka order tha hope you understand",Subscription,Negative,High,45% Hindi / 55% English
CMP009837,"plz help, mujhe Mumbai se order kiya tha app pe price alag tha aur checkout pe mehnga ho gaya tracking id TRK51766144 ☹️ hope you understand?",Price Mismatch,Negative,Medium,45% Hindi / 55% English
CMP009838,"urgent, mujhe Ahmedabad se order kiya tha tracking page open hi nahi hota and maine 2 baar complaint raise kiya but same canned reply mil rha h 299 rupaye ka order tha order no 781057 🤦 waiting for reply",Tracking Issue,Negative,High,60% Hindi / 40% English
CMP009839,"yrr, mujhe Bhopal se order kiya tha app pe price alag tha aur checkout pe mehnga ho gaya isko seriously lo",Price Mismatch,Negative,High,55% Hindi / 45% English
CMP009840,"please  look into, free delivery offer apply nahi hua 799 rupaye ka order tha tracking id TRK4552033 ab kya karu",Coupon Issue,Negative,Medium,55% Hindi / 45% English
CMP009841,mujhe Bhopal se order kiya tha account lock ho gaya bina reason lekin app pe jo dikhaya gaya tha wo reality se match nahi karta 799 rupaye ka order tha order no 294427 hope you understaur,Account/Login,Negative,Medium,40% Hindi / 60% English
CMP009842,"urgent, combo pack me sirf half cheezein aayi still maine 2 baar complaint raise kiya but same canned reply mil rha h 😑 plzz resolve this",Missing Item,Negative,High,55% Hindi / 45% English
CMP009843,"plz look into, cashback pending bahut long time se hai order no 149188 😤 waiting for reply",Cashback,Negative,Medium,55% Hindi / 45% English
CMP009844,"urgent,  premium features still not unlocked after payment still details me bola tha original quality, par aisa laga loal copy h 💔 ab kya karu",Subscription,Negative,Critical,45% Hindi / 55% English
CMP009845,"plz look into, mujhe Indore se order kiya tha parcels haurle bahut rough tarike se hote h still order summary aur actual item me mismatch hai 😑 plz expedite",Courier Experience,Negative,High,60% Hindi / 40% English
CMP009846,"plz help, support sirf wait bol rha h aur issue solve nahi 199 rupaye ka order tha isko seriously lo?",Refund,Negative,Critical,55% Hindi / 45% English
CMP009847,"bhai, mujhe Ahmedabad se order kiya tha combo pack me sirf half cheezein aayi and details me bola tha original quality, par aisa laga local copy h waiting for reply!!",Missing Item,Negative,Critical,65% Hindi / 35% English
CMP009848,"plz look into, mujhe Raipur se order kiya tha old item bheja aur naya wala delay kar diya aur maine 2 baar complaint raise kiya but same canned reply mil rha h tracking id TRK9413998 ⚠️ ab kya karu",Exchange,Negative,High,60% Hindi / 40% English
CMP009849,"madam, reverse pickup schedule hua tha but no show tab bhi app pe jo dikhaya gaya tha wo reality se match nahi karta order no 362208 💔 isko seriously lo??",Return,Negative,Critical,65% Hindi / 35% English
CMP009850,"urgent, item out of stock dikh raha hai but ads me available tab bhi mera time aur paisa dono waste hua 599 rupaye ka order tha 💔 thanks but no thanks!",Stock Issue,Negative,Medium,40% Hindi / 60% English
CMP009851,"madam, chat bot same reply copy-paste kar rha h tab bhi app pe jo dikhaya gaya tha wo reality se match nahi karta 1499 rupaye ka order tha tracking id TRK3590543 order no 879154 🙄 jaldi fix kro",Customer Support,Negative,High,50% Hindi / 50% English
CMP009852,"plz look into, mujhe Patna se order kiya tha accessories missing the, charger aur cable dono nahi mile lekin parcel ka satus 48 ghante se same hai 1299 rupaye ka order tha thanks but no thanks",Missing Item,Negative,High,65% Hindi / 35% English
CMP009853,"madam, seller ne misleading photo dala tha order no 119122 🤦 hope you understand!",Seller Complaint,Negative,Critical,50% Hindi / 50% English
CMP009854,"yrr,  MRP aur billled amount me difference hai aur mera time aur paisa dono waste hua waiting for reply?",Price Mismatch,Negative,Medium,45% Hindi / 55% English
CMP009855,"sir,  polythene torn thi aur tape bhi half-stick tha plz expedite",Packaging,Negative,High,55% Hindi / 45% English
CMP009856,"bhai, return approve karne me itna time kyu lag rha h but delivery boy ne call bhi nahi kiya 299 rupaye ka order tha 😤 plzz resolve this??",Return,Negative,High,65% Hindi / 35% English
CMP009857,"plz  help, mujhe Indore se order kiya tha card charge hua but app me failed dikha rha h and mera time aur paisa dono waste hua 😑 ab kya karu",Payment Issue,Negative,Critical,60% Hindi / 40% English
CMP009858,"plz help, app frequenttly lag kar rahi hai still mera time aur paisa dono waste hua ⚠️ jaldi fix kro",App Performance,Negative,High,30% Hindi / 70% English
CMP009859,"madam, saved item open karte hi disappear ho jata h ☹️ waiting for reply...",Wishlist,Neutral,Low,50% Hindi / 50% English
CMP009860,"sir, support sirf wait bol rha h aur issue solve nahi 😒 jaldi fix kro",Refund,Negative,Critical,65% Hindi / 35% English
CMP009861,"urgent, notify me click kiya tha but kabhi update nahi aaya still delivery boy ne call bhi nahi kiya order no 529322 isko seriously lo",Stock Issue,Negative,Medium,40% Hindi / 60% English
CMP009862,"plz  help, mujhe Raipur se order kiya tha amount 299 cut hua but transaction history me mismatch hai still order summary aur actual item me mismatch hai 299 rupaye ka order tha tracking id TRK1171637 😡 isko seriously lo",Payment Issue,Negative,High,60% Hindi / 40% English
CMP009863,mujhe  Jaipur se order kiya tha fake selller jaisa experience mila 1299 rupaye ka order tha order no 870336 plzz resolve this??,Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP009864,"hello,  fake sellr jaisa experience mila still chat support me sirf bot hi bot hai, koi live agent nahi very disappointing",Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP009865,"kinddly  check, order 344530 10 din se pending h still kisi ne update dene ki bhi zarurat nahi samjhi 2499 rupaye ka order tha plz expedite",Delivery Delay,Negative,Medium,75% Hindi / 25% English
CMP009866,"plz  look into, mujhe Raipur se order kiya tha support, delivery aur app sab ek sath problem kar rahe h aur mera time aur paisa dono waste hua ⚠️ ab kya karu",Other,Negative,High,60% Hindi / 40% English
CMP009867,"kindly check, product page pe 999 tha but pay time 1199 hua still chat support me sirf bot hi bot hai, koi live agent nahi plz expedite",Price Mismatch,Negative,High,45% Hindi / 55% English
CMP009868,"yrr, address corret tha fir bhi pickup miss ho gaya 1299 rupaye ka order tha plzz resolve this",Return Pickup,Negative,Critical,60% Hindi / 40% English
CMP009869,"yrr, mujhe Mumbai se order kiya tha promo code invalid bol rha h though code sahi tha order no 744449 😤 isko seriously lo!!",Coupon Issue,Negative,High,55% Hindi / 45% English
CMP009870,"sir, mujhe Ranchi se order kiya tha return approve karne me itna time kyu lag rha h tracking id TRK2484413 😒 need immediate help!",Return,Negative,Critical,65% Hindi / 35% English
CMP009871,"team,  return approve hua fir bhi paisa stuck h aur delivery boy ne call bhi nahi kiya 1999 rupaye ka order tha order no 210719 ⚠️ plz expedite!!",Refund,Negative,Critical,55% Hindi / 45% English
CMP009872,"hello, mujhe Pune se order kiya tha sort by price work nahi kar raha very disappointing",Search/Filter,Negative,Medium,40% Hindi / 60% English
CMP009873,mujhe Jaipur se order kiya tha screen pe scratch hai aur corner dent hai still mera time aur paisa dono waste hua very disappointing!,Damaged Product,Negative,High,50% Hindi / 50% English
CMP009874,"plz help, packing opened lag rahi thi aur item गायब tha lekin parcel ka status 48 ghante se same hai ab kya karu...",Missing Item,Negative,Critical,55% Hindi / 45% English
CMP009875,"team, mujhe Jaipur se order kiya tha sort by price work nahi kar raha still chat support me sirf bot hi bot hai, koi live agent nahi 3499 rupaye ka order tha 🙄 hope you understand",Search/Filter,Negative,Low,40% Hindi / 60% English
CMP009876,"dear team, mujhe Bhpal se order kiya tha account lock ho gaya bina reason tab bhi maine 2 baar complaint raise kiya but same canned reply mil rha h order no 432111 waiting for reeply?",Account/Login,Negative,High,40% Hindi / 60% English
CMP009877,mujhe Bhopal se order kiya tha courier staff ne wrong address bolke return mark kar diya but delivery boy ne call bhi nahi kiya isko seriously lo,Courier Experience,Negative,High,60% Hindi / 40% English
CMP009878,"urgent, order me kurti missing tha order no 862586 hope you understand??",Missing Item,Negative,Critical,55% Hindi / 45% English
CMP009879,"accessories missing the, charger aur cable dono nahi mile 199 rupaye ka order tha waiting for reply!!",Missing Item,Negative,High,65% Hindi / 35% English
CMP009880,"dear  team, discount ke baad bhi amount expected se zyada aaya still delivery boy ne call bhi nahi kiya 1299 rupaye ka order tha tracking id TRK4652135 very disappointing",Price Mismatch,Negative,Medium,55% Hindi / 45% English
CMP009881,"kindly check, mujhe Mumbai se order kiya tha wiishlist suggestions irrelevant aa rahi hain lekin chat support me sirf bot hi bot hai, koi live agent nahi jaldi fix kro",Wishlist,Neutral,Medium,50% Hindi / 50% English
CMP009882,cashback offer terms clear nahi the still delivery boy ne call bhi nahi kiya tracking id TRK9753264 😒 waiting for reply,Coupon Issue,Negative,High,45% Hindi / 55% English
CMP009883,"plz  help, lag raha h koi scam type isssue hai kyunki payment bhi gaya aur order bhi nahi aur delivery boy ne call bhi nahi kiya 499 rupaye ka order tha tracking id TRK6707289 order no 366346 thanks but no thanks!",Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP009884,"dear team, login screen loop me atak jata hai waiting for reply!",App Bug,Negative,Medium,25% Hindi / 75% English
CMP009885,"plz help, return request T21470 3 din se pendinng padi hai 😤 plzz resolve this",Return,Negative,High,55% Hindi / 45% English
CMP009886,"dear team, cashback offer terms clear nahi the tab bhi details me bola tha original quality, par aisa laga local copy h 2499 rupaye ka oder tha tracking id TRK7457108 ☹️ plzz resolve this!",Coupon Issue,Negative,Medium,55% Hindi / 45% English
CMP009887,"madam, return pickup 2 baar reschedule hui tab bhi kisi ne update dene ki bhi zarurat nahi samjhi very disappointing!!",Return Pickup,Negative,Critical,55% Hindi / 45% English
CMP009888,"plz help, mujhe Ahmedabad se order kiya tha cashback pending bahut long time se hai order no 710667 isko seriously lo",Cashback,Negative,Medium,45% Hindi / 55% English
CMP009889,"hello, mujhe Nagpur se order kiya tha image preview freeze ho jati hai tracking id TRK6809084 need immediate help",App Performance,Negative,Medium,25% Hindi / 75% English
CMP009890,"dear  team, mujhe Surat se order kiya tha wishlist suggestions irrelevant aa rahi hain but mera time aur paisa dono waste hua 😭 very disappointing...",Wishlist,Neutral,Low,50% Hindi / 50% English
CMP009891,"team, premium features still not unlocked after payment 2499 rupaye ka order tha order no 114237 🤦 thanks but no thanks",Subscription,Negative,Critical,45% Hindi / 55% English
CMP009892,"kindly check, return approve karne me itna time kyu lag rha h lekin order summary aur actual item me mismatch hai hope you understaur",Return,Negative,High,55% Hindi / 45% English
CMP009893,"madam, mujhe Raipur se order kiya tha delivery date cross ho gaya but parcel kuch nahi aya order no 563665 🥲 need immediate help...",Delivery Delay,Negative,Medium,70% Hindi / 30% English
CMP009894,"hello,  image preview freeze ho jati hai but order summary aur actual item me mismatch hai waiting for reply",App Performance,Negative,Medium,25% Hindi / 75% English
CMP009895,"team, mujhe Mumbai se order kiya tha image preview freeze ho jati hai fir bhi chat support me sirf bot hi bot hai, koi live agent nahi 🥲 waiting for reply",App Performance,Negative,High,25% Hindi / 75% English
